finding	platform	record_id	path	detail
unregistered-document	common	scv_structural_merge_drops_one_side_edit_conflict_data_2026-08-27	doc/08_tracking/bug/scv_structural_merge_drops_one_side_edit_conflict_data_2026-08-27.md	Status: OPEN — NOT FIXED HERE (merge path is owned by another agent; see "Ownership"); severity/priority: not explicit; matches:
unregistered-document	common	sdoctest_use_accumulation_exceeds_5s_block_timeout_2026-08-18	doc/08_tracking/bug/sdoctest_use_accumulation_exceeds_5s_block_timeout_2026-08-18.md	Status: OPEN — 2 doctests left RED in; severity/priority: not explicit; matches:
unregistered-document	common	secure_memory_interpreter_raw_pointer_aliasing_2026-08-24	doc/08_tracking/bug/secure_memory_interpreter_raw_pointer_aliasing_2026-08-24.md	Status: Open; severity/priority: not explicit; matches:
exact-status-conflict	common	security_event_enum_variant_construct_unresolved_under_test_2026-07-20	doc/08_tracking/bug/security_event_enum_variant_construct_unresolved_under_test_2026-07-20.md	document=open; DB=closed; no status change authorized by this audit
unregistered-document	common	seed_accepts_bodyless_if_native_build_rejects_2026-08-22	doc/08_tracking/bug/seed_accepts_bodyless_if_native_build_rejects_2026-08-22.md	Status: OPEN — evidence complete, fix proposed but NOT landed (seed change, see "Why not fixed here"); severity/priority: not explicit; matches:
unregistered-document	common	seed_array_local_alias_cow_bypass_2026-07-17	doc/08_tracking/bug/seed_array_local_alias_cow_bypass_2026-07-17.md	Status: Open (root cause NOT pinned down)  Found: 2026-07-17 (task #186, lane S42); severity/priority: not explicit; matches:
unregistered-document	common	seed_bootstrap_compile_stage_hardcoded_180s_timeout_2026-08-18	doc/08_tracking/bug/seed_bootstrap_compile_stage_hardcoded_180s_timeout_2026-08-18.md	Status: OPEN (filed, not fixed — not provable as a pure misconfiguration here); severity/priority: not explicit; matches:
unregistered-document	common	seed_build_guard_checks_only_bin_target_no_link_2026-08-17	doc/08_tracking/bug/seed_build_guard_checks_only_bin_target_no_link_2026-08-17.md	Status: PARTIALLY FIXED — target-scope gap closed by a gating --tests leg; severity/priority: High — this is an evidence-integrity defect, not a code defect.; matches:
unregistered-document	common	seed_build_guard_never_compiles_vulkan_feature_2026-08-20	doc/08_tracking/bug/seed_build_guard_never_compiles_vulkan_feature_2026-08-20.md	Status: OPEN; severity/priority: P2 — fail-open guard; silently admits non-compiling cfg-gated code; matches:
unregistered-document	common	seed_builds_guard_selftest_commits_into_real_repo_2026-08-19	doc/08_tracking/bug/seed_builds_guard_selftest_commits_into_real_repo_2026-08-19.md	Status: OPEN P1. Filed 2026-08-19.; severity/priority: not explicit; matches:
unregistered-document	common	seed_builtin_option_name_heuristic_breaks_user_option_enum_2026-08-16	doc/08_tracking/bug/seed_builtin_option_name_heuristic_breaks_user_option_enum_2026-08-16.md	Status: open; severity/priority: high — silently reintroduces an irrefutable-pattern bug that a prior fix was written to close; matches:
unregistered-document	common	seed_checked_sign_array_arc_mismatch_2026-08-22	doc/08_tracking/bug/seed_checked_sign_array_arc_mismatch_2026-08-22.md	Status: PARTIAL — authority and Phase 2 pass; focused Rust test pending; severity/priority: P0 for current ARM64 bootstrap / SimpleOS QEMU continuation; matches:
unregistered-document	common	seed_helper_return_type_mistyped_as_tuple_2026-08-21	doc/08_tracking/bug/seed_helper_return_type_mistyped_as_tuple_2026-08-21.md	Status: OPEN — reproduced and worked around locally, cause not fixed.; severity/priority: not explicit; matches:
unregistered-document	common	seed_http_server_handle_connection_dispatch_2026-09-04	doc/08_tracking/bug/seed_http_server_handle_connection_dispatch_2026-09-04.md	Status: Open; severity/priority: every in-repo HTTP server is unusable on the bootstrap seed.; matches:
unregistered-document	common	seed_indexed_field_assign_complex_receiver_unisolated_2026-08-31	doc/08_tracking/bug/seed_indexed_field_assign_complex_receiver_unisolated_2026-08-31.md	Status: OPEN. Not a new defect — a new occurrence site of the language; severity/priority: not explicit; matches:
exact-status-conflict	common	seed_interp_float_print_1e18_non_roundtrip_2026-07-16	doc/08_tracking/bug/seed_interp_float_print_1e18_non_roundtrip_2026-07-16.md	document=OPEN (seed-side; not fixable from pure-Simple source); DB=closed; no status change authorized by this audit
unregistered-document	other-platform	seed_interp_mut_out_param_writeback_and_u8_data_ptr_2026-08-31	doc/08_tracking/bug/seed_interp_mut_out_param_writeback_and_u8_data_ptr_2026-08-31.md	Status: OPEN — two distinct seed-interpreter ABI gaps, root cause not fixed;; severity/priority: not explicit; matches:
exact-status-conflict	common	seed_interpreter_parse_probe_memory_accumulation_2026-07-03	doc/08_tracking/bug/seed_interpreter_parse_probe_memory_accumulation_2026-07-03.md	document=open (seed/Rust interpreter; worked around by chunking probe runs); DB=closed; no status change authorized by this audit
unregistered-document	common	seed_interpreter_segv_on_undefined_function_call_2026-09-12	doc/08_tracking/bug/seed_interpreter_segv_on_undefined_function_call_2026-09-12.md	Status: OPEN. Lane: interpreter/JIT (run) only — see "Phase-2 applicability".; severity/priority: not explicit; matches:
exact-status-conflict	windows	seed_jit_app_module_function_call_segfaults_windows_2026-09-13	doc/08_tracking/bug/seed_jit_app_module_function_call_segfaults_windows_2026-09-13.md	document=open (seed defect). Not fixable in .spl source: the crash; DB=fixed; no status change authorized by this audit
unregistered-document	common	seed_jit_cannot_resolve_text_dot_from_char_code_2026-09-04	doc/08_tracking/bug/seed_jit_cannot_resolve_text_dot_from_char_code_2026-09-04.md	Status: Open; severity/priority: blocks simple run for any program whose call graph reaches; matches:
unregistered-document	common	seed_jit_coverage_self_hosted_compiler_2026-08-21	doc/08_tracking/bug/seed_jit_coverage_self_hosted_compiler_2026-08-21.md	Status: OPEN (census landed; both blockers filed as follow-ups); severity/priority: not explicit; matches:
exact-status-conflict	windows	seed_jit_function_local_use_segfaults_2026-09-13	doc/08_tracking/bug/seed_jit_function_local_use_segfaults_2026-09-13.md	document=open (seed defect). The supported MCP path is unaffected; partial; DB=fixed; no status change authorized by this audit
exact-status-conflict	common	seed_jit_miscompiles_soc_top_64_masked_by_fallback_2026-07-22	doc/08_tracking/bug/seed_jit_miscompiles_soc_top_64_masked_by_fallback_2026-07-22.md	document=OPEN (Rust seed JIT backend; deep, out of pure-Simple scope); DB=closed; no status change authorized by this audit
unregistered-document	windows	seed_jit_some_constructor_corrupts_value_2026-09-13	doc/08_tracking/bug/seed_jit_some_constructor_corrupts_value_2026-09-13.md	Status: PARTIALLY FIXED (pending seed redeploy AND full re-verification); severity/priority: high — silently wrong values, no crash, no diagnostic; matches:
exact-status-conflict	common	seed_jit_string_to_i64_float_tagged_silent_wrong_2026-07-28	doc/08_tracking/bug/seed_jit_string_to_i64_float_tagged_silent_wrong_2026-07-28.md	document=OPEN (pre-existing; found while landing an unrelated interpreter-lane fix); DB=closed; no status change authorized by this audit
exact-status-conflict	common	seed_jit_u32_cross_module_const_import_zero_2026-07-23	doc/08_tracking/bug/seed_jit_u32_cross_module_const_import_zero_2026-07-23.md	document=Open; DB=closed; no status change authorized by this audit
exact-status-conflict	common	seed_jit_wide_i64_literal_miscompile_2026-07-27	doc/08_tracking/bug/seed_jit_wide_i64_literal_miscompile_2026-07-27.md	document=open; DB=fixed; no status change authorized by this audit
unregistered-document	common	seed_jit_wide_literal_match_u64_misevaluates_2026-08-28	doc/08_tracking/bug/seed_jit_wide_literal_match_u64_misevaluates_2026-08-28.md	Status: OPEN. Workaround shipped (table scan), filed per CLAUDE.md rule; severity/priority: not explicit; matches:
exact-status-conflict	common	seed_lexer_literal_soft_keyword_shadows_identifier_2026-07-30	doc/08_tracking/bug/seed_lexer_literal_soft_keyword_shadows_identifier_2026-07-30.md	document=open; DB=fixed; no status change authorized by this audit
unregistered-document	common	seed_method_find_on_nested_substring_call_2026-08-25	doc/08_tracking/bug/seed_method_find_on_nested_substring_call_2026-08-25.md	Status: OPEN (P3) — seed semantic-resolution defect; worked around in ONE spec; severity/priority: not explicit; matches:
unregistered-document	common	seed_optional_query_comparison_divergence_2026-08-16	doc/08_tracking/bug/seed_optional_query_comparison_divergence_2026-08-16.md	Status: PARTIAL FIX (Divergence A: 2 sites fixed in h1client.spl, 43 total sites tree-wide remain; Divergence B: constant made pub; Divergence C: open); severity/priority: not explicit; matches:
unregistered-document	common	seed_parser_accepts_match_keyword_as_identifier_2026-07-27	doc/08_tracking/bug/seed_parser_accepts_match_keyword_as_identifier_2026-07-27.md	Status: open; severity/priority: medium — lets invalid code land, then fails the full-CLI stage of every bootstrap; matches:
exact-status-conflict	common	seed_parser_no_return_expression_kills_jit_2026-07-26	doc/08_tracking/bug/seed_parser_no_return_expression_kills_jit_2026-07-26.md	document=OPEN. Seed-only — the self-hosted compiler is already correct.; DB=fixed; no status change authorized by this audit
exact-status-conflict	common	seed_parser_rejects_multiline_if_expression_chain_2026-07-27	doc/08_tracking/bug/seed_parser_rejects_multiline_if_expression_chain_2026-07-27.md	document=OPEN; DB=closed; no status change authorized by this audit
unregistered-document	common	seed_per_call_env_rebuild_o_globals_regression_2026-08-21	doc/08_tracking/bug/seed_per_call_env_rebuild_o_globals_regression_2026-08-21.md	Status: PARTIALLY FIXED (2026-08-21) — misses down 6.5x, wall still far above target.; severity/priority: not explicit; matches:
unregistered-document	common	seed_rebuild_10_12_breaks_instance_method_dispatch_object_receiver_2026-08-18	doc/08_tracking/bug/seed_rebuild_10_12_breaks_instance_method_dispatch_object_receiver_2026-08-18.md	Status: OPEN — affects every lane using the shared seed binary; severity/priority: Critical. A 14-line hello-world class fails. Any spec or; matches:
unregistered-document	common	seed_redeploy_breaks_test_runner_accessor_rewrite_parse_2026-08-25	doc/08_tracking/bug/seed_redeploy_breaks_test_runner_accessor_rewrite_parse_2026-08-25.md	Status: OPEN (observed; owner = the session that redeployed). Binary: bin/release/x8664-unknown-linux-gnu/simple, 60,641,352 bytes, mtime 2026-08-25 05:16:29.; severity/priority: not explicit; matches:
unregistered-document	common	seed_result_err_shorthand_closure_segv_2026-09-12	doc/08_tracking/bug/seed_result_err_shorthand_closure_segv_2026-09-12.md	Status: open. Worked around in; severity/priority: high — crashed 8 of 19 Simple MCP tools; client sees the stdio; matches:
exact-status-conflict	common	seed_run_trim_recursion_overflow_browser_engine_2026-07-19	doc/08_tracking/bug/seed_run_trim_recursion_overflow_browser_engine_2026-07-19.md	document=OPEN; DB=closed; no status change authorized by this audit
unregistered-document	common	seed_segv_calling_newly_added_stdlib_function_2026-09-02	doc/08_tracking/bug/seed_segv_calling_newly_added_stdlib_function_2026-09-02.md	Status: OPEN. Blocks: extracting testable pure helpers out of stdlib modules.; severity/priority: not explicit; matches:
unregistered-document	common	seed_static_method_default_param_value_wrong_2026-09-13	doc/08_tracking/bug/seed_static_method_default_param_value_wrong_2026-09-13.md	Status: open; severity/priority: HIGH — silent wrong answers; no error is raised; matches:
unregistered-document	common	seed_stdlib_resolves_build_time_repo_root_before_cwd_2026-08-24	doc/08_tracking/bug/seed_stdlib_resolves_build_time_repo_root_before_cwd_2026-08-24.md	Status: OPEN (seed fix not landed; the SPL-doctest lane is worked around — see "Workaround landed"); severity/priority: high — silently compiles a DIFFERENT worktree's stdlib, so fixes; matches:
unregistered-document	windows	seed_test_runner_unusable_on_windows_false_outer_bound_timeout_2026-09-13	doc/08_tracking/bug/seed_test_runner_unusable_on_windows_false_outer_bound_timeout_2026-09-13.md	Status: OPEN (workaround verified: set SIMPLEBINARY); severity/priority: not explicit; matches:
exact-status-conflict	common	seed_text_char_code_at_custom_method_precedence_2026-07-19	doc/08_tracking/bug/seed_text_char_code_at_custom_method_precedence_2026-07-19.md	document=open bootstrap-only parity bug.; DB=closed; no status change authorized by this audit
exact-status-conflict	common	self_hosted_fat32_lfn_interpreter_segv_2026-07-14	doc/08_tracking/bug/self_hosted_fat32_lfn_interpreter_segv_2026-07-14.md	document=open; DB=closed; no status change authorized by this audit
unregistered-document	other-platform	self_hosted_symbol_table_hirtype_garbage_at_rest_2026-08-31	doc/08_tracking/bug/self_hosted_symbol_table_hirtype_garbage_at_rest_2026-08-31.md	Status: OPEN — root cause localised, not fixed; severity/priority: not explicit; matches:
exact-status-conflict	common	selfhost_cross_module_result_ok_err_unresolved_2026-07-27	doc/08_tracking/bug/selfhost_cross_module_result_ok_err_unresolved_2026-07-27.md	document=open; DB=closed; no status change authorized by this audit
unregistered-document	common	selfhost_hir_cache_encode_hir_type_segv_2026-08-22	doc/08_tracking/bug/selfhost_hir_cache_encode_hir_type_segv_2026-08-22.md	Status: OPEN (P1 compiler correctness blocker); severity/priority: not explicit; matches:
unregistered-document	common	selfhost_parser_no_explicit_enum_values_2026-07-27	doc/08_tracking/bug/selfhost_parser_no_explicit_enum_values_2026-07-27.md	Status: open; severity/priority: high — a documented ABI pattern compiles under the seed but not the default toolchain; matches:
exact-status-conflict	common	selfhost_two_hop_field_method_mutation_lost_2026-07-27	doc/08_tracking/bug/selfhost_two_hop_field_method_mutation_lost_2026-07-27.md	document=open; DB=fixed; no status change authorized by this audit
exact-status-conflict	common	selfhosted_native_local_fn_body_dropped_2026-06-15	doc/08_tracking/bug/selfhosted_native_local_fn_body_dropped_2026-06-15.md	document=Open; DB=closed; no status change authorized by this audit
exact-status-conflict	common	serial_mcp_detect_tool_name_red_2026-08-09	doc/08_tracking/bug/serial_mcp_detect_tool_name_red_2026-08-09.md	document=OPEN (RED, pre-existing); DB=fixed; no status change authorized by this audit
exact-status-conflict	common	serial_usb_sigsegv_cascade_2026-05-30	doc/08_tracking/bug/serial_usb_sigsegv_cascade_2026-05-30.md	document=Open (runtime crash handler and serial fd guards landed); DB=closed; no status change authorized by this audit
unregistered-document	common	server_compiler_bootstrap_moving_rust_inputs_2026-08-12	doc/08_tracking/bug/server_compiler_bootstrap_moving_rust_inputs_2026-08-12.md	Status: OPEN; source fixes retained, compiler publication not admitted; severity/priority: not explicit; matches:
unregistered-document	common	set_literal_s_brace_unparsed_2026-09-06	doc/08_tracking/bug/set_literal_s_brace_unparsed_2026-09-06.md	Status: OPEN (feature gap, not a defect in landed code); severity/priority: P3 — the set TYPE and all its OPERATIONS now work; only the literal; matches:
unregistered-document	linux	setup_shs_fails_on_dash_sh_2026-09-13	doc/08_tracking/bug/setup_shs_fails_on_dash_sh_2026-09-13.md	Status: OPEN (2026-09-13); severity/priority: not explicit; matches:
unregistered-document	cross-platform	setup_shs_pipefail_dash_abort_before_windows_guard_2026-09-13	doc/08_tracking/bug/setup_shs_pipefail_dash_abort_before_windows_guard_2026-09-13.md	Status: OPEN (2026-09-13); severity/priority: not explicit; matches:
unregistered-document	linux	setup_shs_pipefail_dash_incompatible_2026-09-13	doc/08_tracking/bug/setup_shs_pipefail_dash_incompatible_2026-09-13.md	Status: OPEN (2026-09-13); severity/priority: P1 (blocks the documented sh scripts/setup/setup.shs entrypoint; matches:
unregistered-document	common	sffi_admitted_receipt_open_handle_binding_gap_2026-08-24	doc/08_tracking/bug/sffi_admitted_receipt_open_handle_binding_gap_2026-08-24.md	Status: open; severity/priority: P0 for safe/critical dynamic-provider admission; matches:
unregistered-document	common	sffi_authority_baseline_stale_after_gpu_bootstrap_2026-08-24	doc/08_tracking/bug/sffi_authority_baseline_stale_after_gpu_bootstrap_2026-08-24.md	Status: OPEN — committed baseline provenance mismatch; severity/priority: not explicit; matches:
unregistered-document	common	sffi_authority_census_ambient_call_gap_2026-08-24	doc/08_tracking/bug/sffi_authority_census_ambient_call_gap_2026-08-24.md	Status: Open; severity/priority: not explicit; matches:
unregistered-document	common	sffi_contract_inventory_red_on_origin_main_2026-09-03	doc/08_tracking/bug/sffi_contract_inventory_red_on_origin_main_2026-09-03.md	Status: OPEN — pre-existing debt, measured, not introduced by any one branch; severity/priority: not explicit; matches:
unregistered-document	common	sffi_manifest_signature_native_test_compile_cost_2026-08-21	doc/08_tracking/bug/sffi_manifest_signature_native_test_compile_cost_2026-08-21.md	Status: Open; severity/priority: not explicit; matches:
unregistered-document	common	sffi_out_param_capability_violation_blocks_stage2_2026-08-27	doc/08_tracking/bug/sffi_out_param_capability_violation_blocks_stage2_2026-08-27.md	Status: OPEN — confirmed by a controlled A/B, fix not yet chosen; severity/priority: not explicit; matches:
unregistered-document	common	sffi_ssh_aes256_gcm_decrypt_empty_failure_2026-08-27	doc/08_tracking/bug/sffi_ssh_aes256_gcm_decrypt_empty_failure_2026-08-27.md	Status: PARTIALLY FIXED — v2 contract contained; cross-lane runtime proof blocked; severity/priority: security boundary / cross-lane SFFI contract defect; matches:
unregistered-document	common	sffi_torch_dynamic_facade_lexical_owner_gap_2026-08-27	doc/08_tracking/bug/sffi_torch_dynamic_facade_lexical_owner_gap_2026-08-27.md	Status: OPEN; severity/priority: SFFI authority and provider-admission gap; matches:
unregistered-document	common	sffi_u8_return_nil_and_cross_engine_len_2026-08-18	doc/08_tracking/bug/sffi_u8_return_nil_and_cross_engine_len_2026-08-18.md	Status: open; severity/priority: not explicit; matches:
unregistered-document	common	sha3_wrong_under_jit_while_kat_passes_2026-08-17	doc/08_tracking/bug/sha3_wrong_under_jit_while_kat_passes_2026-08-17.md	Status: PARTIALLY FIXED 2026-08-17 — the 61-bit wide-int family defect this; severity/priority: P1 — a cryptographic hash silently returns wrong values on the; matches:
exact-status-conflict	common	shared_font_pure_simple_shaping_gap_2026-07-11	doc/08_tracking/bug/shared_font_pure_simple_shaping_gap_2026-07-11.md	document=open — blocks shared multilingual GPU fonts REQ-005/007/009/012/013; DB=closed; no status change authorized by this audit
exact-status-conflict	common	shared_font_req015_deployed_selfhost_segv_2026-07-14	doc/08_tracking/bug/shared_font_req015_deployed_selfhost_segv_2026-07-14.md	document=open; DB=closed; no status change authorized by this audit
exact-status-conflict	common	shared_wm_qemu_direct_mmio_backend_perf_2026-07-06	doc/08_tracking/bug/shared_wm_qemu_direct_mmio_backend_perf_2026-07-06.md	document=open; DB=closed; no status change authorized by this audit
exact-status-conflict	common	short_grammar_placeholder_outermost_scope_hoist_2026-06-26	doc/08_tracking/bug/short_grammar_placeholder_outermost_scope_hoist_2026-06-26.md	document=OPEN (worked around in jsoncoveragespec by using explicit \x: lambdas); DB=closed; no status change authorized by this audit
exact-status-conflict	common	signal_handlers_global_cleanup_fnptr_data_export_2026-07-17	doc/08_tracking/bug/signal_handlers_global_cleanup_fnptr_data_export_2026-07-17.md	document=Open.; DB=closed; no status change authorized by this audit
unregistered-document	common	simd_lane_ops_reject_f32_cast_values_2026-08-25	doc/08_tracking/bug/simd_lane_ops_reject_f32_cast_values_2026-08-25.md	Status: OPEN. Binary: 08-23 seed (/mnt/data/worktrees/goal-main-1/bin/release/x8664-unknown-linux-gnu/simple).; severity/priority: not explicit; matches:
exact-status-conflict	common	simple_check_parse_only_false_green_2026-07-19	doc/08_tracking/bug/simple_check_parse_only_false_green_2026-07-19.md	document=OPEN — live false-green reproduced on the deployed CLI and standalone worker; DB=closed; no status change authorized by this audit
unregistered-document	windows	simple_check_segfaults_on_hello_world_2026-09-01	doc/08_tracking/bug/simple_check_segfaults_on_hello_world_2026-09-01.md	Status: OPEN — measured, not fixed; severity/priority: the fast syntax gate is unusable; run is unaffected; matches:
unregistered-document	common	simple_frontend_profile_runtime_unavailable_2026-09-03	doc/08_tracking/bug/simple_frontend_profile_runtime_unavailable_2026-09-03.md	Status: open; severity/priority: not explicit; matches:
unregistered-document	common	simple_lint_ast_rules_unwired_2026-07-19	doc/08_tracking/bug/simple_lint_ast_rules_unwired_2026-07-19.md	Status: PARTIALLY FIXED / STAGE 4 QUALIFICATION PENDING.; severity/priority: not explicit; matches:
unregistered-document	windows	simple_mcp_windows_source_startup_blocked_by_transport_jit_and_shared_stderr_2026-09-09	doc/08_tracking/bug/simple_mcp_windows_source_startup_blocked_by_transport_jit_and_shared_stderr_2026-09-09.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	simple_pipe_codebase_duplicate_scan_2026-08-24	doc/08_tracking/bug/simple_pipe_codebase_duplicate_scan_2026-08-24.md	Status: Open — compatibility design complete; implementation blocked on a; severity/priority: not explicit; matches:
unregistered-document	common	simple_ring_async_base_open_evidence_2026-08-26	doc/08_tracking/bug/simple_ring_async_base_open_evidence_2026-08-26.md	Status: DEFERRED TO PHASE 3; severity/priority: not explicit; matches:
unregistered-document	linux	simple_test_default_runner_silent_vacuous_pass_2026-09-06	doc/08_tracking/bug/simple_test_default_runner_silent_vacuous_pass_2026-09-06.md	Status: OPEN — reported, not fixed. Two independent defects in the test; severity/priority: High for a verification tool — a test command that reports; matches:
unregistered-document	common	simple_timeout_seconds_ignored_by_light_daemon_budget_2026-08-17	doc/08_tracking/bug/simple_timeout_seconds_ignored_by_light_daemon_budget_2026-08-17.md	Status: OPEN; severity/priority: high for tooling/CI honesty (produces INCONCLUSIVE runs that read as failures); matches:
exact-status-conflict	common	simple_web_readiness_marker_aspirational_diskless_2026-07-20	doc/08_tracking/bug/simple_web_readiness_marker_aspirational_diskless_2026-07-20.md	document=OPEN; DB=closed; no status change authorized by this audit
unregistered-document	common	simple_web_textarea_overlay_review_hard_stop_2026-07-27	doc/08_tracking/bug/simple_web_textarea_overlay_review_hard_stop_2026-07-27.md	Status: open / fail-closed; severity/priority: not explicit; matches:
unregistered-document	common	simple_web_textarea_overlay_review_hard_stop_2026-07-27_tldr	doc/08_tracking/bug/simple_web_textarea_overlay_review_hard_stop_2026-07-27_tldr.md	Status: open and fail-closed; three review cycles are exhausted.; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_arm64_qmp_input_transport_missing_2026-07-24	doc/08_tracking/bug/simpleos_arm64_qmp_input_transport_missing_2026-07-24.md	Status: PARTIAL — ARM64/RV64 source implemented; live proof remains open; severity/priority: not explicit; matches:
registration-added	simpleos	simpleos_arm64_riscv64_embedded_gui_missing_theme_install_call_2026-09-06	doc/08_tracking/bug/simpleos_arm64_riscv64_embedded_gui_missing_theme_install_call_2026-09-06.md	Status: open; severity/priority: P3 (visual regression: generated Aetheric base theme is never installed before the CSS override runs); matches:
unregistered-document	simpleos	simpleos_artifact_manifest_signer_safe_io_zeroization_blockers_2026-08-24	doc/08_tracking/bug/simpleos_artifact_manifest_signer_safe_io_zeroization_blockers_2026-08-24.md	Status: OPEN — unsafe signer draft reverted after independent static review.; severity/priority: not explicit; matches:
exact-status-conflict	simpleos	simpleos_backend_render_receipt_producer_parser_missing_2026-07-27	doc/08_tracking/bug/simpleos_backend_render_receipt_producer_parser_missing_2026-07-27.md	document=open; DB=fixed; no status change authorized by this audit
unregistered-document	simpleos	simpleos_checksum_target_artifact_admission_gap_2026-08-20	doc/08_tracking/bug/simpleos_checksum_target_artifact_admission_gap_2026-08-20.md	Status: BLOCKED; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_combined_server_qemu_gate_stale_auth_toolchain_2026-08-21	doc/08_tracking/bug/simpleos_combined_server_qemu_gate_stale_auth_toolchain_2026-08-21.md	Status: open; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_cpu_interrupt_quiescence_arch_adapter_blocker_2026-08-24	doc/08_tracking/bug/simpleos_cpu_interrupt_quiescence_arch_adapter_blocker_2026-08-24.md	Status: BLOCKED — production adapter implementation would currently fabricate; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_dbd_dbfs_tls_auth_gap_2026-08-20	doc/08_tracking/bug/simpleos_dbd_dbfs_tls_auth_gap_2026-08-20.md	Status: open, release-blocking for REQ-014 and REQ-016; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_evidence_cryptographic_admission_gap_2026-08-20	doc/08_tracking/bug/simpleos_evidence_cryptographic_admission_gap_2026-08-20.md	Status: open, release-blocking for every capability-ledger PASS; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_fabricated_rt_guard_weak_real_false_positive_2026-07-28	doc/08_tracking/bug/simpleos_fabricated_rt_guard_weak_real_false_positive_2026-07-28.md	Status: OPEN — guard is UNCOMMITTED and must not land as written; severity/priority: BLOCKER (would break every SimpleOS x8664 production link); matches:
unregistered-document	simpleos	simpleos_fat32_transactional_mount_owner_blocked_2026-08-24	doc/08_tracking/bug/simpleos_fat32_transactional_mount_owner_blocked_2026-08-24.md	Status: OPEN / three unsafe drafts reverted; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_filesystem_durable_sync_barrier_gap_2026-08-20	doc/08_tracking/bug/simpleos_filesystem_durable_sync_barrier_gap_2026-08-20.md	Status: PARTIAL — portable FAT32/NVFS recovery slice implemented; mounted; severity/priority: P1 release blocker (REQ-4, REQ-5); matches:
exact-status-conflict	simpleos	simpleos_filesystem_trait_dispatch_sentinel_2026-07-20	doc/08_tracking/bug/simpleos_filesystem_trait_dispatch_sentinel_2026-07-20.md	document=OPEN; DB=closed; no status change authorized by this audit
exact-status-conflict	simpleos	simpleos_freestanding_text_split_abi_parse_html_2026-07-12	doc/08_tracking/bug/simpleos_freestanding_text_split_abi_parse_html_2026-07-12.md	document=OPEN — root-caused; fix in-flight (peer's uncommitted htmlsplitonlt).; DB=closed; no status change authorized by this audit
unregistered-document	simpleos	simpleos_http_ssh_capability_manifest_unwired_2026-08-21	doc/08_tracking/bug/simpleos_http_ssh_capability_manifest_unwired_2026-08-21.md	Status: open; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_initramfs_role_digest_validation_gap_2026-08-20	doc/08_tracking/bug/simpleos_initramfs_role_digest_validation_gap_2026-08-20.md	Status: open; static module closure implemented, runtime executable verification remains release-blocking; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_installer_host_file_read_toctou_2026-08-20	doc/08_tracking/bug/simpleos_installer_host_file_read_toctou_2026-08-20.md	Status: BLOCKED; unsafe admission removed on 2026-08-20; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_loader_owned_image_token_gap_2026-08-20	doc/08_tracking/bug/simpleos_loader_owned_image_token_gap_2026-08-20.md	Status: open, release-blocking for filesystem execution; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_native_performance_campaign_runtime_admission_blocked_2026-08-20	doc/08_tracking/bug/simpleos_native_performance_campaign_runtime_admission_blocked_2026-08-20.md	Status: OPEN — release blocking; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_privileged_load_consumer_gap_2026-08-20	doc/08_tracking/bug/simpleos_privileged_load_consumer_gap_2026-08-20.md	Status: partially implemented, release-blocking for execution; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_process_tool_target_artifact_admission_gap_2026-08-20	doc/08_tracking/bug/simpleos_process_tool_target_artifact_admission_gap_2026-08-20.md	Status: OPEN — release blocker; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_riscv64_component_rows_lose_string_content_2026-08-31	doc/08_tracking/bug/simpleos_riscv64_component_rows_lose_string_content_2026-08-31.md	Status: OPEN; severity/priority: not explicit; matches:
exact-status-conflict	simpleos	simpleos_riscv64_defsym_unknown_symbol_aliasing_2026-07-28	doc/08_tracking/bug/simpleos_riscv64_defsym_unknown_symbol_aliasing_2026-07-28.md	document=OPEN — currently inert, but armed; DB=closed; no status change authorized by this audit
exact-status-conflict	simpleos	simpleos_riscv64_inguest_simple_payload_corec_gap_2026-07-25	doc/08_tracking/bug/simpleos_riscv64_inguest_simple_payload_corec_gap_2026-07-25.md	document=open; DB=fixed; no status change authorized by this audit
unregistered-document	simpleos	simpleos_server_exit_cleanup_integration_blocker_2026-08-24	doc/08_tracking/bug/simpleos_server_exit_cleanup_integration_blocker_2026-08-24.md	Status: open, unsafe prerequisite draft rejected and removed, unverified.; severity/priority: not explicit; matches:
unregistered-document	simpleos	simpleos_sftp_vfs_live_path_unavailable_2026-08-21	doc/08_tracking/bug/simpleos_sftp_vfs_live_path_unavailable_2026-08-21.md	Status: open; severity/priority: not explicit; matches:
